element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,ict_index,fixture,was_home,fixture_difficulty
656,Kadan Young,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
575,Caleb Wiley,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
104,Ethan Pinnock,DEF,8,7,45,90,0.42,0.13,1.33,1,0,2,11.7,75,False,3
18,William Saliba,DEF,8,-3,60,29,0.0,0.0,0.03,0,0,2,0.0,71,False,3
367,Altay Bayindir,GK,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
480,Rodrigo Bentancur,MID,8,1,50,9,0.0,0.01,0.0,0,0,0,0.4,79,True,2
82,Dominic Solanke-Mitchell,FWD,8,2,77,80,0.08,0.03,0.78,0,0,1,2.4,79,True,2
194,Chris Richards,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
533,Rayan Aït-Nouri,DEF,8,1,44,90,0.0,0.0,1.62,0,0,2,3.9,80,True,5
295,James Justin,DEF,8,1,46,90,0.03,0.06,2.15,0,0,2,5.8,78,False,2
389,Joshua Zirkzee,FWD,8,1,68,16,0.0,0.02,0.16,0,0,0,0.5,75,True,2
13,Martin Ødegaard,MID,8,0,82,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
158,Cesare Casadei,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
569,Jaden Philogene,MID,8,-2,53,29,0.04,0.0,0.11,0,0,0,0.0,72,False,3
557,Mario Lemina,MID,8,2,50,90,0.0,0.0,1.62,0,0,2,1.5,80,True,5
667,Jack Fletcher,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
216,Adam Wharton,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
80,Luis Sinisterra,MID,8,1,50,27,0.0,0.0,0.42,0,0,0,0.5,71,True,5
228,Michael Keane,DEF,8,14,41,90,0.03,0.0,1.25,1,0,0,7.5,73,False,2
438,Omar Richards,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
26,Álex Moreno Lopera,DEF,8,6,44,77,0.05,0.1,0.89,0,0,0,5.2,77,True,2
298,Stephy Mavididi,MID,8,2,53,87,0.04,0.4,2.13,0,0,2,5.2,78,False,2
398,Anthony Gordon,MID,8,2,73,84,0.49,0.17,0.9,0,0,1,11.6,76,True,2
35,Diego Carlos Santos Silva,DEF,8,2,45,90,0.0,0.01,1.78,0,0,1,1.5,72,False,3
384,Facundo Pellistri Rebollo,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
311,Trent Alexander-Arnold,DEF,8,2,71,80,0.0,0.0,0.78,0,0,1,2.2,74,True,4
604,Josh King,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,72,True,3
629,Matt O'Riley,MID,8,0,55,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
297,Wanya Marçal-Madivádua,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
408,Jamal Lewis,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
566,Jørgen Strand Larsen,FWD,8,9,55,79,0.54,0.0,1.12,1,0,1,5.4,80,True,5
224,Jack Harrison,MID,8,3,53,90,0.0,0.21,1.25,0,0,0,4.6,73,False,2
578,Riccardo Calafiori,DEF,8,1,58,90,0.0,0.01,1.82,0,0,2,3.4,71,False,3
540,Luke Cundle,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
455,Jan Bednarek,DEF,8,1,40,90,0.0,0.63,3.21,0,0,3,3.1,78,True,2
383,André Onana,GK,8,2,50,90,0.0,0.19,0.86,0,0,1,2.4,75,True,2
198,Odsonne Edouard,FWD,8,0,53,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
165,Deivid Washington de Souza Eugênio,FWD,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
439,Lewis O'Brien,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
17,Bukayo Saka,MID,8,0,101,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
435,Alex Mighten,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
504,Djed Spence,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,79,True,2
287,Hamza Choudhury,MID,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
189,Wesley Fofana,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
36,Lucas Digne,DEF,8,4,46,90,0.22,0.04,1.78,0,1,1,4.3,72,False,3
452,Joe Aribo,MID,8,9,49,90,0.64,0.01,3.21,1,0,3,10.7,78,True,2
1,Fábio Ferreira Vieira,MID,8,0,54,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
508,Guglielmo Vicario,GK,8,2,50,90,0.0,0.0,0.78,0,0,1,1.9,79,True,2
661,Tony Yogane,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
546,Nathan Fraser,FWD,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
283,Christian Walton,GK,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
593,Matthijs de Ligt,DEF,8,2,50,90,0.0,0.01,0.86,0,0,1,3.7,75,True,2
126,Jack Hinshelwood,MID,8,2,50,90,0.01,0.03,2.02,0,0,0,2.6,76,False,4
78,Antoine Semenyo,MID,8,2,57,90,0.64,0.08,0.68,0,0,0,6.4,71,True,5
599,Will Dennis,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,71,True,5
274,Omari Giraud-Hutchinson,MID,8,2,53,90,0.08,0.13,1.74,0,0,2,6.6,73,True,2
500,Dane Scarlett,FWD,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,79,True,2
466,Joe Lumley,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
230,Dwight McNeil,MID,8,6,57,90,0.05,0.18,1.25,0,1,0,8.1,73,False,2
96,Kim Ji-soo,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
644,Franco Umeh-Chibueze,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
576,Andy Irving,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
5,Karl Hein,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
196,Nathaniel Clyne,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
249,Saša Lukić,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,72,True,3
345,Kevin De Bruyne,MID,8,0,94,0,0.0,0.0,0.0,0,0,0,0.0,80,False,2
73,Norberto Murara Neto,GK,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
379,Tyrell Malacia,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
527,Lucas Tolentino Coelho de Lima,MID,8,1,59,60,0.0,0.03,1.51,0,0,4,1.9,79,False,4
120,Lewis Dunk,DEF,8,6,45,90,0.09,0.0,2.02,0,0,0,2.1,76,False,4
225,Mason Holgate,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
532,Kurt Zouma,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
468,Sékou Mara,FWD,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
365,Antony Matheus dos Santos,MID,8,0,58,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
630,Dara O'Shea,DEF,8,1,40,62,0.09,0.01,1.17,0,0,2,0.9,73,True,2
359,Kalvin Phillips,MID,8,2,49,70,0.14,0.12,1.17,0,0,2,2.5,73,True,2
326,Ibrahima Konaté,DEF,8,1,52,90,0.0,0.0,0.99,0,0,1,0.7,74,True,4
195,Chadi Riad Dnanou,DEF,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
276,Freddie Ladapo,FWD,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
162,Levi Colwill,DEF,8,1,46,90,0.0,0.01,1.94,0,0,2,0.9,74,False,5
413,Nick Pope,GK,8,3,50,90,0.0,0.0,1.12,0,0,1,2.7,76,True,2
7,Jorge Luiz Frello Filho,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
641,Oliwier Zych,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
284,Luke Woolfenden,DEF,8,1,40,90,0.0,0.01,1.74,0,0,2,1.6,73,True,2
521,Łukasz Fabiański,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
222,Idrissa Gueye,MID,8,3,49,90,0.0,0.01,1.25,0,0,0,1.0,73,False,2
322,Joe Gomez,DEF,8,1,48,9,0.0,0.0,0.21,0,0,0,0.8,74,True,4
220,Dominic Calvert-Lewin,FWD,8,2,60,90,1.31,0.0,1.25,0,0,0,7.9,73,False,2
558,Yerson Mosquera,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
640,Sil Swinkels,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
337,Konstantinos Tsimikas,DEF,8,0,47,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
101,Christian Nørgaard,MID,8,1,48,90,0.02,0.04,1.33,0,0,2,3.4,75,False,3
47,Emiliano Martínez Romero,GK,8,8,50,90,0.0,0.0,1.78,0,0,1,4.8,72,False,3
16,Declan Rice,MID,8,2,63,90,0.0,0.15,1.82,0,0,2,6.1,71,False,3
492,Dejan Kulusevski,MID,8,9,62,90,0.17,0.06,0.78,1,0,1,10.2,79,True,2
125,Pascal Groß,MID,8,0,65,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
3,Gabriel dos Santos Magalhães,DEF,8,1,62,90,0.02,0.0,1.82,0,0,2,2.8,71,False,3
321,Cody Gakpo,FWD,8,2,71,65,0.02,0.15,0.63,0,0,1,2.2,74,True,4
638,Salah-Eddine Oulad M'hand,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
525,Mohammed Kudus,MID,8,4,63,85,0.7,0.04,1.89,1,0,4,10.8,79,False,4
114,Benicio Baker-Boaitey,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
94,Vitaly Janelt,MID,8,2,49,74,0.0,0.16,1.14,0,0,2,2.0,75,False,3
239,Adama Traoré,MID,8,2,51,67,0.0,0.27,1.51,0,0,2,3.4,72,True,3
619,Jens Cajuste,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
639,Tommy Setford,GK,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
329,Alexis Mac Allister,MID,8,0,63,9,0.0,0.01,0.21,0,0,0,0.4,74,True,4
320,Endo Wataru,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
596,João Pedro Ferreira Silva,MID,8,1,59,27,0.0,0.0,0.28,0,0,0,1.4,77,True,2
478,Ashley Phillips,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,79,True,2
98,Keane Lewis-Potter,MID,8,2,50,65,0.06,0.01,0.97,0,0,2,0.7,75,False,3
275,Ben Johnson,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
292,Michael Golding,MID,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
621,João Félix Sequeira,MID,8,0,62,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
209,Remi Matthews,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
170,Alfie Gilchrist,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
529,Nayef Aguerd,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
19,Emile Smith Rowe,MID,8,1,57,79,0.0,0.01,1.62,0,0,3,1.1,72,True,3
65,Enes Ünal,FWD,8,1,54,8,0.0,0.0,0.0,0,0,0,0.4,71,True,5
154,Lucas Bergström,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
130,Kacper Kozłowski,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
617,Francisco Evanilson de Lima Barbosa,FWD,8,5,59,81,0.04,0.04,0.68,0,1,0,3.0,71,True,5
282,Axel Tuanzebe,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
2,Gabriel Fernando de Jesus,FWD,8,1,68,10,0.0,0.0,0.0,0,0,0,0.7,71,False,3
232,Iliman Ndiaye,FWD,8,9,54,80,0.29,0.13,1.04,1,0,0,7.2,73,False,2
15,David Raya Martin,GK,8,1,57,90,0.0,0.0,1.82,0,0,2,1.2,71,False,3
547,Enso González,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
489,Archie Gray,MID,8,1,48,2,0.0,0.0,0.0,0,0,0,0.2,79,True,2
181,Christopher Nkunku,MID,8,1,60,14,0.05,0.01,0.07,0,0,0,0.8,74,False,5
340,Manuel Akanji,DEF,8,0,55,0,0.0,0.0,0.0,0,0,0,0.0,80,False,2
643,Kaelan Casey,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
323,Ryan Gravenberch,MID,8,2,50,90,0.0,0.0,0.99,0,0,1,0.8,74,True,4
420,Joe Willock,MID,8,1,48,24,0.0,0.03,0.55,0,0,0,0.6,76,True,2
91,Mark Flekken,GK,8,4,45,90,0.0,0.0,1.33,0,0,2,6.3,75,False,3
64,Lewis Cook,MID,8,3,50,90,0.0,0.04,0.68,0,0,0,4.2,71,True,5
247,Alex Iwobi,MID,8,2,55,90,0.0,0.2,1.68,0,0,3,3.9,72,True,3
12,Ethan Nwaneri,MID,8,1,45,9,0.0,0.0,0.0,0,0,0,0.1,71,False,3
473,Ross Stewart,FWD,8,0,46,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
543,Matt Doherty,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
507,Alejo Véliz,FWD,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,79,True,2
625,Ilkay Gündogan,MID,8,2,65,90,0.42,0.15,0.97,0,0,1,10.3,80,False,2
400,Isaac Hayden,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
612,Wilson Odobert,MID,8,0,54,0,0.0,0.0,0.0,0,0,0,0.0,79,True,2
313,Conor Bradley,DEF,8,0,47,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
243,Tom Cairney,MID,8,1,48,10,0.0,0.31,0.06,0,0,0,2.2,72,True,3
333,Jarell Quansah,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
53,Jacob Ramsey,MID,8,5,54,82,0.08,0.18,1.57,0,1,1,7.6,72,False,3
31,Emiliano Buendía Stati,MID,8,1,53,7,0.0,0.0,0.21,0,0,0,0.3,72,False,3
357,James McAtee,MID,8,0,47,0,0.0,0.0,0.0,0,0,0,0.0,80,False,2
335,Andrew Robertson,DEF,8,2,60,90,0.0,0.01,0.99,0,0,1,3.1,74,True,4
246,Luke Harris,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,72,True,3
57,Youri Tielemans,MID,8,8,55,90,0.0,0.32,1.78,0,1,1,10.2,72,False,3
227,João Neves Virgínia,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
25,Oleksandr Zinchenko,DEF,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
537,Francisco Jorge Tomás Oliveira,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
347,Ederson Santana de Moraes,GK,8,2,55,90,0.0,0.0,0.97,0,0,1,1.2,80,False,2
440,Andrew Omobamidele,DEF,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
218,Norberto Bercique Gomes Betuncal,FWD,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
369,Diogo Dalot Teixeira,DEF,8,1,51,90,0.17,0.01,0.86,0,0,1,2.9,75,True,2
499,Pape Matar Sarr,MID,8,4,49,45,0.0,0.01,0.54,0,1,0,4.2,79,True,2
148,Danny Welbeck,FWD,8,9,58,80,0.42,0.01,1.94,1,0,0,6.6,76,False,4
135,Yankuba Minteh,MID,8,0,54,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
341,Nathan Aké,DEF,8,0,53,0,0.0,0.0,0.0,0,0,0,0.0,80,False,2
248,Bernd Leno,GK,8,5,50,90,0.0,0.02,1.68,0,1,3,5.9,72,True,3
407,Jamaal Lascelles,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
167,Axel Disasi,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
659,Ismeal Kabia,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
106,Kevin Schade,MID,8,2,53,73,0.09,0.01,1.14,0,0,2,0.6,75,False,3
296,Victor Kristiansen,DEF,8,0,45,58,0.0,0.05,1.7,0,0,2,3.8,78,False,2
476,Kyle Walker-Peters,DEF,8,4,44,90,0.0,0.22,3.21,0,1,3,6.0,78,True,2
536,Daniel Bentley,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
108,Ivan Toney,FWD,8,0,73,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
654,Carlos Soler,MID,8,0,50,29,0.0,0.01,0.41,0,0,0,1.3,79,False,4
255,Antonee Robinson,DEF,8,1,47,90,0.02,0.07,1.68,0,0,3,3.3,72,True,3
66,Romain Faivre,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,71,True,5
531,James Ward-Prowse,MID,8,0,62,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
289,Patson Daka,FWD,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
85,Illia Zabarnyi,DEF,8,6,45,90,0.0,0.02,0.68,0,0,0,0.9,71,True,5
454,Gavin Bazunu,GK,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
393,Sven Botman,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
549,Hugo Bueno López,DEF,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
308,Danny Ward,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,78,False,2
451,Samuel Amo-Ameyaw,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
39,Joe Gauci,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
129,João Pedro Junqueira de Jesus,FWD,8,0,55,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
71,Justin Kluivert,MID,8,11,53,27,0.79,0.06,0.42,1,1,0,8.0,71,True,5
396,Martin Dúbravka,GK,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
518,Flynn Downes,MID,8,2,49,90,0.2,0.01,3.21,0,0,3,5.5,78,True,2
372,Alejandro Garnacho,MID,8,10,62,90,0.39,0.04,0.73,1,0,1,18.4,75,True,2
460,Ronnie Edwards,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
511,Edson Álvarez Velázquez,MID,8,1,50,29,0.04,0.01,0.41,0,0,0,0.5,79,False,4
349,Jack Grealish,MID,8,1,64,17,0.04,0.18,0.0,0,0,0,7.7,80,False,2
271,Marcus Myers-Harness,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
281,Jack Taylor,MID,8,0,48,19,0.22,0.06,0.56,0,0,0,1.4,73,True,2
113,Simon Adingra,MID,8,0,54,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
100,Ben Mee,DEF,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
539,Leon Chiwome,FWD,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
428,Eric da Silva Moreira,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
526,Luis Guilherme Lira dos Santos,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
551,Joe Hodge,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
632,Chiedozie Ogbene,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
603,Harrison Armstrong,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
161,Carney Chukwuemeka,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
556,Tom King,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
291,Wout Faes,DEF,8,1,42,90,0.44,0.03,2.15,0,0,2,3.3,78,False,2
572,Leny Yoro,DEF,8,0,43,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
560,Pedro Lomba Neto,MID,8,1,62,45,0.02,0.09,0.78,0,0,1,5.1,74,False,5
45,Ian Maatsen,DEF,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
309,Harry Winks,MID,8,3,45,45,0.0,0.08,0.47,0,1,0,7.1,78,False,2
105,Mads Roerslev Rasmussen,DEF,8,1,44,3,0.0,0.04,0.06,0,0,0,0.1,75,False,3
6,Jurriën Timber,DEF,8,0,55,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
555,Saša Kalajdžić,FWD,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
432,Anthony Elanga,MID,8,3,52,62,0.0,0.26,0.83,0,0,0,2.7,77,True,2
121,Julio Enciso,MID,8,1,54,8,0.01,0.01,0.07,0,0,0,3.2,76,False,4
190,Naouirou Ahamada,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
141,Jeremy Sarmiento Morante,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
658,Ayden Heaven,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,71,False,3
516,Vladimír Coufal,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
163,Marc Cucurella Saseta,DEF,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
567,Toti António Gomes,DEF,8,0,43,90,0.0,0.0,1.62,0,0,2,1.5,80,True,5
498,Cristian Romero,DEF,8,2,51,90,0.0,0.13,0.78,0,0,1,3.0,79,True,2
395,Dan Burn,DEF,8,1,44,90,0.0,0.0,1.12,0,0,1,2.0,76,True,2
505,Destiny Udogie,DEF,8,5,49,87,0.06,0.51,0.78,0,1,1,9.1,79,True,2
235,Jordan Pickford,GK,8,6,48,90,0.0,0.0,1.25,0,0,0,1.6,73,False,2
534,Boubacar Traoré,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
312,Stefan Bajčetić Maquieira,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
89,Mikkel Damsgaard,MID,8,5,50,90,0.08,0.24,1.33,0,1,2,5.3,75,False,3
327,Luis Díaz,MID,8,1,80,24,0.07,0.01,0.36,0,0,0,1.6,74,True,4
30,Enzo Barrenechea,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
258,Carlos Vinícius Alves Morais,FWD,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,72,True,3
122,Pervis Estupiñán,DEF,8,1,50,18,0.0,0.0,0.27,0,0,0,0.9,76,False,4
134,James Milner,MID,8,0,50,0,0.0,0.0,0.0,0,0,0,0.0,76,False,4
602,Ryan Trevitt,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
168,Enzo Fernández,MID,8,1,49,37,0.0,0.01,0.09,0,0,0,1.9,74,False,5
387,Luke Shaw,DEF,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
314,Fábio Freitas Gouveia Carvalho,MID,8,1,48,16,0.16,0.0,0.19,0,0,0,0.7,75,False,3
346,Jérémy Doku,MID,8,5,63,65,0.11,0.21,0.97,0,1,1,10.0,80,False,2
155,Marcus Bettinelli,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,False,5
310,Alisson Ramses Becker,GK,8,0,55,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
93,Aaron Hickey,DEF,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,75,False,3
660,Vítezslav Jaros,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,74,True,4
469,Alex McCarthy,GK,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,78,True,2
229,Neal Maupay,FWD,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
242,Steven Benda,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,72,True,3
201,Dean Henderson,GK,8,3,45,90,0.0,0.0,1.62,0,0,1,3.0,77,False,2
552,Ki-Jana Hoever,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
193,Cheick Doucouré,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,77,False,2
381,Scott McTominay,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,75,True,2
300,Wilfred Ndidi,MID,8,2,50,90,0.0,0.05,2.15,0,0,2,3.8,78,False,2
650,Maxence Lacroix,DEF,8,2,45,90,0.0,0.01,1.62,0,0,1,2.1,77,False,2
414,John Ruddy,GK,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
301,Caleb Okoli,DEF,8,1,40,90,0.0,0.02,2.15,0,0,2,3.2,78,False,2
412,Odysseas Vlachodimos,GK,8,0,44,0,0.0,0.0,0.0,0,0,0,0.0,76,True,2
519,George Earthy,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,79,False,4
205,Daichi Kamada,MID,8,1,52,87,0.2,0.03,1.62,0,0,1,4.6,77,False,2
172,Reece James,DEF,8,0,49,52,0.0,0.01,1.84,0,0,2,0.8,74,False,5
618,Georginio Rutter,MID,8,6,55,71,0.0,0.26,1.74,0,1,0,6.1,76,False,4
265,Conor Chaplin,MID,8,1,52,27,0.15,0.0,0.56,0,0,0,2.5,73,True,2
564,Santiago Bueno,DEF,8,1,43,90,0.0,0.0,1.62,0,0,2,2.4,80,True,5
279,Corrie Ndaba,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,73,True,2
257,Kenny Tete,DEF,8,1,45,90,0.07,0.04,1.68,0,0,3,3.8,72,True,3
565,Pablo Sarabia,MID,8,-1,51,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
317,Diogo Teixeira da Silva,MID,8,1,74,29,0.0,0.0,0.13,0,0,0,0.0,74,True,4
40,Kortney Hause,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,72,False,3
268,Liam Delap,FWD,8,2,57,78,0.2,0.01,1.17,0,0,2,1.5,73,True,2
637,Bastien Meupiyou,DEF,8,0,40,0,0.0,0.0,0.0,0,0,0,0.0,80,True,5
409,Tino Livramento,DEF,8,2,45,90,0.0,0.03,1.12,0,0,1,1.5,76,True,2
60,Tyler Adams,MID,8,0,49,0,0.0,0.0,0.0,0,0,0,0.0,71,True,5
429,Danilo dos Santos de Oliveira,MID,8,0,48,0,0.0,0.0,0.0,0,0,0,0.0,77,True,2
614,Jenson Metcalfe,MID,8,0,45,0,0.0,0.0,0.0,0,0,0,0.0,73,False,2
385,Marcus Rashford,MID,8,6,69,90,0.07,0.35,0.86,0,1,1,11.0,75,True,2
494,James Maddison,MID,8,4,75,45,0.0,0.6,0.25,0,1,1,10.7,79,True,2
